customer_id,member_tier,transaction_date,partner_name,category,transaction_amount,base_points_issued,bonus_points_issued,total_cost_to_partner
EDR_100768,Base,2024-04-29,Partner X,Electronics,137.8,137,0,0.822
EDR_100194,Base,2024-01-18,Partner X,Home,46.79,46,0,0.276
EDR_101354,Base,2023-09-01,Partner X,Apparel,207.45,207,0,1.242
EDR_101755,Gold,2023-12-19,Partner X,Electronics,168.25,168,0,1.008
EDR_100291,Base,2023-11-21,Partner X,Electronics,113.47,113,452,3.39
EDR_100719,Silver,2023-12-27,Partner Y,Fuel,58.33,58,0,0.348
EDR_101100,Base,2024-02-27,Partner X,Apparel,164.33,164,0,0.984
EDR_101475,Silver,2024-05-19,Partner X,Electronics,196.82,196,0,1.176
EDR_100899,Base,2024-02-20,Partner Y,Fuel,115.53,115,0,0.69
EDR_101741,Silver,2024-01-04,Partner X,Home,128.04,128,0,0.768
EDR_100623,Base,2024-03-06,Partner X,Apparel,146.44,146,0,0.876
EDR_101724,Silver,2023-11-08,Partner X,Electronics,71.87,71,0,0.426
EDR_100018,Base,2024-02-08,Partner X,Home,164.77,164,0,0.984
EDR_100694,Base,2023-10-14,Partner X,Apparel,127.01,127,508,3.81
EDR_100106,Base,2023-11-06,Partner Y,Fuel,56.42,56,0,0.336
EDR_101881,Gold,2023-10-21,Partner Y,Fuel,87.19,87,0,0.522
EDR_100837,Base,2023-09-24,Partner X,Apparel,226.19,226,0,1.356
EDR_100023,Base,2023-12-02,Partner Y,Fuel,88.21,88,0,0.528
EDR_101079,Gold,2024-02-20,Partner Y,Fuel,61.46,61,0,0.366
EDR_101212,Base,2024-04-12,Partner Y,Fuel,32.76,32,200,1.392
EDR_100419,Silver,2024-02-17,Partner X,Apparel,282.51,282,0,1.692
EDR_100344,Base,2023-09-17,Partner X,Home,168.47,168,672,5.04
EDR_100627,Silver,2023-08-20,Partner Y,Fuel,65.95,65,0,0.39
EDR_100187,Silver,2024-03-16,Partner X,Apparel,132.62,132,528,3.96
EDR_100433,Base,2023-06-17,Partner Y,Fuel,97.93,97,0,0.582
EDR_100086,Silver,2023-12-23,Partner Y,Fuel,95.93,95,0,0.57
EDR_101045,Silver,2023-08-20,Partner X,Apparel,49.71,49,0,0.294
EDR_100466,Base,2023-10-26,Partner X,Electronics,45.56,45,0,0.27
EDR_100684,Gold,2023-12-24,Partner X,Home,90.94,90,360,2.7
EDR_100827,Base,2023-10-26,Partner X,Electronics,117.24,117,0,0.702
EDR_101234,Silver,2024-03-25,Partner Y,Fuel,118.19,118,0,0.708
EDR_100259,Base,2023-06-24,Partner Y,Fuel,140.23,140,0,0.84
EDR_101331,Silver,2024-02-14,Partner X,Electronics,60.91,60,0,0.36
EDR_100023,Base,2024-04-12,Partner X,Apparel,154.11,154,0,0.924
EDR_101198,Silver,2023-07-25,Partner Y,Fuel,86.06,86,200,1.716
EDR_100921,Base,2023-12-10,Partner X,Electronics,20.84,20,0,0.12
EDR_101851,Gold,2023-09-09,Partner Y,Fuel,47.94,47,0,0.282
EDR_101915,Silver,2024-02-06,Partner Y,Fuel,75.6,75,200,1.65
EDR_100444,Gold,2024-02-01,Partner X,Electronics,147.78,147,0,0.882
EDR_101606,Base,2023-11-14,Partner Y,Fuel,88.35,88,0,0.528
EDR_101885,Base,2024-04-04,Partner Y,Fuel,80.95,80,0,0.48
EDR_100024,Base,2024-04-27,Partner Y,Fuel,95.96,95,0,0.57
EDR_101137,Base,2023-06-02,Partner X,Home,254.3,254,0,1.524
EDR_101424,Gold,2023-11-14,Partner Y,Fuel,61.53,61,200,1.566
EDR_101341,Base,2024-01-20,Partner X,Home,81.76,81,0,0.486
EDR_100716,Gold,2024-01-07,Partner Y,Fuel,94.95,94,0,0.564
EDR_101973,Silver,2023-09-10,Partner Y,Fuel,93.02,93,0,0.558
EDR_101083,Gold,2023-11-10,Partner Y,Fuel,64.0,64,0,0.384
EDR_100676,Base,2023-11-09,Partner Y,Fuel,37.17,37,0,0.222
EDR_100490,Base,2024-04-02,Partner X,Electronics,208.46,208,0,1.248
EDR_100591,Silver,2023-06-15,Partner Y,Fuel,71.19,71,0,0.426
EDR_100134,Gold,2023-07-15,Partner Y,Fuel,57.57,57,200,1.542
EDR_100490,Base,2024-03-26,Partner X,Apparel,181.75,181,724,5.43
EDR_101244,Silver,2023-11-07,Partner Y,Fuel,45.26,45,0,0.27
EDR_100917,Gold,2024-03-30,Partner Y,Fuel,50.98,50,200,1.5
EDR_101497,Base,2024-04-10,Partner X,Electronics,11.76,11,0,0.066
EDR_101525,Base,2024-05-24,Partner X,Electronics,23.69,23,0,0.138
EDR_101903,Base,2023-12-18,Partner X,Apparel,64.38,64,0,0.384
EDR_100162,Silver,2024-05-22,Partner Y,Fuel,81.19,81,200,1.686
EDR_100869,Gold,2023-06-18,Partner X,Electronics,231.86,231,0,1.386
EDR_101186,Silver,2023-10-31,Partner Y,Fuel,112.17,112,200,1.872
EDR_100126,Gold,2023-11-10,Partner Y,Fuel,68.08,68,0,0.408
EDR_101884,Base,2024-02-06,Partner Y,Fuel,107.4,107,0,0.642
EDR_101487,Silver,2024-01-04,Partner X,Home,84.1,84,0,0.504
EDR_101550,Gold,2024-02-10,Partner X,Electronics,74.64,74,0,0.444
EDR_101779,Gold,2023-09-27,Partner Y,Fuel,94.01,94,0,0.564
EDR_100395,Gold,2024-01-11,Partner X,Home,159.54,159,636,4.77
EDR_100622,Base,2023-07-03,Partner Y,Fuel,73.84,73,0,0.438
EDR_101165,Gold,2023-08-16,Partner Y,Fuel,97.63,97,0,0.582
EDR_100901,Base,2023-09-21,Partner X,Electronics,204.38,204,0,1.224
EDR_100204,Silver,2024-05-18,Partner X,Apparel,96.82,96,0,0.576
EDR_100265,Silver,2023-08-03,Partner Y,Fuel,29.87,29,200,1.374
EDR_101456,Silver,2023-12-28,Partner X,Apparel,46.37,46,0,0.276
EDR_100665,Base,2024-02-10,Partner X,Electronics,198.04,198,0,1.188
EDR_100642,Base,2023-09-20,Partner Y,Fuel,135.88,135,200,2.01
EDR_100477,Silver,2024-03-07,Partner X,Home,141.49,141,0,0.846
EDR_101507,Silver,2024-03-28,Partner X,Electronics,263.52,263,0,1.578
EDR_100509,Silver,2024-05-16,Partner Y,Fuel,65.82,65,0,0.39
EDR_101234,Silver,2023-07-11,Partner Y,Fuel,80.16,80,0,0.48
EDR_100258,Silver,2023-06-24,Partner X,Home,112.57,112,0,0.672
EDR_101404,Silver,2023-08-24,Partner X,Apparel,103.07,103,0,0.618
EDR_101461,Silver,2023-08-29,Partner X,Apparel,116.87,116,0,0.696
EDR_100090,Base,2023-06-21,Partner X,Home,175.09,175,0,1.05
EDR_101287,Base,2023-12-30,Partner X,Electronics,91.24,91,0,0.546
EDR_101493,Base,2024-02-12,Partner X,Electronics,76.63,76,0,0.456
EDR_101359,Silver,2023-11-12,Partner X,Electronics,99.04,99,396,2.97
EDR_100211,Silver,2024-05-18,Partner X,Home,58.22,58,232,1.74
EDR_101272,Silver,2023-07-22,Partner X,Apparel,41.51,41,0,0.246
EDR_101822,Silver,2024-02-09,Partner X,Home,108.89,108,0,0.648
EDR_100674,Base,2023-12-02,Partner Y,Fuel,115.3,115,0,0.69
EDR_100502,Base,2023-12-04,Partner Y,Fuel,143.12,143,0,0.858
EDR_101044,Gold,2023-09-10,Partner Y,Fuel,71.78,71,0,0.426
EDR_101666,Base,2024-05-26,Partner Y,Fuel,75.3,75,0,0.45
EDR_101965,Silver,2024-05-17,Partner Y,Fuel,117.65,117,200,1.902
EDR_100060,Base,2024-05-22,Partner X,Electronics,87.75,87,0,0.522
EDR_101513,Base,2024-03-03,Partner X,Apparel,187.38,187,748,5.61
EDR_100532,Gold,2023-07-29,Partner Y,Fuel,66.72,66,200,1.596
EDR_100922,Gold,2023-07-22,Partner Y,Fuel,106.94,106,0,0.636
EDR_100448,Base,2024-03-27,Partner Y,Fuel,91.87,91,200,1.746
EDR_100606,Base,2024-05-10,Partner X,Apparel,93.14,93,372,2.79
EDR_100890,Silver,2024-02-26,Partner Y,Fuel,81.41,81,200,1.686
EDR_101035,Silver,2023-08-15,Partner X,Apparel,110.1,110,0,0.66
EDR_101458,Base,2024-02-03,Partner Y,Fuel,97.39,97,0,0.582
EDR_101830,Gold,2023-12-04,Partner X,Home,54.01,54,0,0.324
EDR_101044,Gold,2024-05-11,Partner X,Apparel,89.29,89,0,0.534
EDR_101098,Silver,2024-02-15,Partner Y,Fuel,99.1,99,200,1.794
EDR_101601,Base,2023-10-31,Partner X,Electronics,89.24,89,0,0.534
EDR_100846,Base,2023-08-04,Partner Y,Fuel,102.08,102,0,0.612
EDR_101116,Base,2024-01-10,Partner X,Electronics,194.16,194,0,1.164
EDR_100968,Silver,2023-07-29,Partner Y,Fuel,69.58,69,0,0.414
EDR_101842,Base,2024-01-29,Partner X,Electronics,245.92,245,980,7.35
EDR_100330,Base,2023-11-09,Partner Y,Fuel,50.36,50,200,1.5
EDR_101843,Silver,2024-01-26,Partner Y,Fuel,78.59,78,0,0.468
EDR_101770,Base,2024-03-03,Partner Y,Fuel,51.57,51,200,1.506
EDR_101421,Silver,2023-08-04,Partner X,Electronics,146.37,146,0,0.876
EDR_101017,Silver,2024-01-21,Partner Y,Fuel,116.7,116,200,1.896
EDR_101268,Silver,2023-07-09,Partner Y,Fuel,36.45,36,200,1.416
EDR_100464,Gold,2024-02-22,Partner Y,Fuel,84.9,84,0,0.504
EDR_100018,Base,2024-03-13,Partner Y,Fuel,62.43,62,0,0.372
EDR_100408,Gold,2024-04-13,Partner Y,Fuel,105.23,105,0,0.63
EDR_101396,Base,2024-01-31,Partner X,Electronics,75.04,75,0,0.45
EDR_100888,Base,2024-05-27,Partner X,Electronics,101.44,101,0,0.606
EDR_100203,Gold,2024-02-24,Partner Y,Fuel,58.35,58,200,1.548
EDR_100341,Base,2024-02-21,Partner X,Electronics,278.36,278,0,1.668
EDR_100264,Gold,2024-04-12,Partner X,Home,178.73,178,0,1.068
EDR_101596,Base,2023-06-21,Partner X,Home,105.0,105,0,0.63
EDR_101136,Gold,2023-06-04,Partner X,Home,99.31,99,0,0.594
EDR_101390,Base,2023-08-26,Partner X,Electronics,79.0,79,0,0.474
EDR_101020,Silver,2024-01-01,Partner Y,Fuel,71.24,71,200,1.626
EDR_101955,Gold,2024-05-15,Partner Y,Fuel,97.74,97,0,0.582
EDR_100783,Base,2023-11-30,Partner X,Apparel,35.77,35,0,0.21
EDR_101616,Gold,2024-01-14,Partner X,Home,5.0,5,0,0.03
EDR_100694,Base,2024-05-08,Partner X,Electronics,211.98,211,0,1.266
EDR_100914,Silver,2023-08-23,Partner X,Electronics,192.76,192,0,1.152
EDR_101669,Gold,2023-11-07,Partner X,Apparel,93.62,93,372,2.79
EDR_100121,Gold,2023-07-25,Partner Y,Fuel,70.11,70,0,0.42
EDR_101339,Base,2023-07-31,Partner Y,Fuel,44.13,44,0,0.264
EDR_100752,Silver,2024-03-23,Partner Y,Fuel,58.99,58,0,0.348
EDR_100727,Silver,2023-07-22,Partner X,Apparel,158.33,158,0,0.948
EDR_100890,Silver,2024-05-08,Partner X,Apparel,228.11,228,912,6.84
EDR_101548,Base,2024-03-01,Partner Y,Fuel,54.81,54,0,0.324
EDR_100318,Base,2023-07-28,Partner X,Home,168.55,168,672,5.04
EDR_101663,Base,2024-04-04,Partner Y,Fuel,92.2,92,0,0.552
EDR_100281,Base,2023-09-09,Partner Y,Fuel,97.38,97,0,0.582
EDR_100750,Base,2023-10-28,Partner Y,Fuel,92.73,92,200,1.752
EDR_100545,Base,2024-04-22,Partner X,Apparel,129.81,129,516,3.87
EDR_101984,Base,2024-05-30,Partner Y,Fuel,33.4,33,0,0.198
EDR_100085,Base,2023-06-30,Partner X,Home,165.24,165,0,0.99
EDR_100855,Base,2023-12-03,Partner X,Electronics,144.14,144,0,0.864
EDR_100799,Gold,2023-06-25,Partner X,Electronics,199.26,199,796,5.97
EDR_101469,Silver,2023-09-15,Partner Y,Fuel,114.63,114,200,1.884
EDR_101341,Base,2023-11-02,Partner Y,Fuel,53.24,53,0,0.318
EDR_100898,Base,2024-03-06,Partner X,Apparel,167.9,167,0,1.002
EDR_101915,Silver,2024-05-21,Partner Y,Fuel,89.39,89,200,1.734
EDR_101809,Base,2023-08-01,Partner Y,Fuel,53.28,53,200,1.518
EDR_101447,Gold,2024-01-06,Partner X,Electronics,227.2,227,0,1.362
EDR_101151,Gold,2023-11-03,Partner X,Home,154.09,154,0,0.924
EDR_100619,Silver,2024-03-16,Partner X,Electronics,78.24,78,0,0.468
EDR_100459,Base,2024-05-23,Partner Y,Fuel,118.77,118,0,0.708
EDR_101657,Base,2023-10-12,Partner Y,Fuel,82.87,82,0,0.492
EDR_101052,Gold,2023-07-17,Partner Y,Fuel,92.86,92,0,0.552
EDR_101207,Base,2023-11-01,Partner X,Apparel,168.76,168,0,1.008
EDR_100352,Silver,2023-11-12,Partner Y,Fuel,75.78,75,0,0.45
EDR_100138,Base,2024-01-10,Partner X,Apparel,168.42,168,0,1.008
EDR_101548,Base,2023-09-10,Partner Y,Fuel,97.53,97,0,0.582
EDR_100091,Silver,2023-07-01,Partner Y,Fuel,85.28,85,0,0.51
EDR_101788,Base,2023-12-30,Partner Y,Fuel,94.29,94,0,0.564
EDR_101921,Base,2023-12-28,Partner Y,Fuel,111.96,111,200,1.866
EDR_101894,Silver,2024-05-28,Partner Y,Fuel,106.96,106,0,0.636
EDR_100971,Gold,2023-09-15,Partner X,Home,59.14,59,0,0.354
EDR_101810,Silver,2023-11-03,Partner Y,Fuel,92.0,92,0,0.552
EDR_101617,Silver,2023-06-24,Partner Y,Fuel,18.14,18,0,0.108
EDR_100145,Base,2024-05-12,Partner X,Home,109.2,109,0,0.654
EDR_100569,Base,2023-10-21,Partner Y,Fuel,101.31,101,0,0.606
EDR_100819,Base,2024-02-27,Partner X,Apparel,61.21,61,0,0.366
EDR_101117,Gold,2024-01-27,Partner X,Electronics,159.25,159,0,0.954
EDR_100663,Base,2023-08-09,Partner Y,Fuel,107.33,107,0,0.642
EDR_101277,Gold,2024-02-07,Partner Y,Fuel,88.24,88,0,0.528
EDR_101780,Base,2024-02-22,Partner X,Home,108.4,108,432,3.24
EDR_100458,Base,2024-03-30,Partner X,Home,208.3,208,0,1.248
EDR_100217,Silver,2024-03-24,Partner X,Apparel,112.02,112,448,3.36
EDR_101054,Gold,2023-11-16,Partner Y,Fuel,51.98,51,200,1.506
EDR_100107,Silver,2024-02-19,Partner Y,Fuel,138.58,138,200,2.028
EDR_100682,Base,2024-05-01,Partner Y,Fuel,73.26,73,200,1.638
EDR_100255,Silver,2023-08-28,Partner X,Home,166.54,166,0,0.996
EDR_100570,Silver,2023-07-03,Partner X,Apparel,101.96,101,404,3.03
EDR_101496,Silver,2024-05-07,Partner Y,Fuel,78.25,78,0,0.468
EDR_100481,Silver,2024-04-22,Partner Y,Fuel,46.41,46,0,0.276
EDR_100347,Base,2023-11-08,Partner X,Home,77.43,77,0,0.462
EDR_100990,Silver,2023-07-15,Partner Y,Fuel,82.92,82,0,0.492
EDR_100465,Base,2023-11-08,Partner X,Home,51.53,51,0,0.306
EDR_100226,Gold,2023-08-31,Partner X,Electronics,96.73,96,0,0.576
EDR_101068,Base,2023-08-27,Partner Y,Fuel,107.82,107,0,0.642
EDR_100091,Silver,2023-09-04,Partner Y,Fuel,95.54,95,200,1.77
EDR_101215,Base,2023-12-15,Partner X,Apparel,155.82,155,0,0.93
EDR_100279,Silver,2024-03-20,Partner X,Electronics,117.67,117,0,0.702
EDR_101800,Gold,2024-03-18,Partner Y,Fuel,103.08,103,0,0.618
EDR_100919,Base,2024-04-17,Partner Y,Fuel,126.13,126,200,1.956
EDR_101460,Base,2024-04-21,Partner Y,Fuel,88.4,88,0,0.528
EDR_100742,Silver,2024-04-27,Partner X,Home,162.31,162,0,0.972
EDR_100564,Base,2023-07-21,Partner Y,Fuel,25.54,25,0,0.15
EDR_100754,Base,2023-09-14,Partner Y,Fuel,89.82,89,0,0.534
EDR_100726,Base,2023-12-05,Partner X,Home,210.88,210,0,1.26
EDR_101732,Silver,2023-11-12,Partner Y,Fuel,95.27,95,0,0.57
EDR_100607,Base,2024-05-13,Partner Y,Fuel,67.35,67,200,1.602
EDR_101183,Gold,2023-10-10,Partner Y,Fuel,76.21,76,0,0.456
EDR_101790,Base,2023-09-21,Partner Y,Fuel,68.22,68,200,1.608
EDR_100539,Base,2023-06-24,Partner Y,Fuel,88.38,88,0,0.528
EDR_101251,Base,2024-04-27,Partner Y,Fuel,107.45,107,0,0.642
EDR_101818,Silver,2024-05-10,Partner X,Apparel,192.49,192,0,1.152
EDR_100792,Silver,2024-02-27,Partner Y,Fuel,98.82,98,0,0.588
EDR_101671,Gold,2024-03-13,Partner Y,Fuel,61.59,61,0,0.366
EDR_100591,Silver,2023-08-26,Partner Y,Fuel,66.26,66,0,0.396
EDR_101590,Silver,2024-04-21,Partner X,Apparel,140.27,140,560,4.2
EDR_101550,Gold,2023-10-10,Partner X,Home,147.99,147,0,0.882
EDR_100214,Silver,2023-11-01,Partner X,Electronics,112.77,112,0,0.672
EDR_101717,Silver,2024-05-01,Partner X,Home,171.85,171,0,1.026
EDR_101413,Base,2023-06-25,Partner X,Apparel,5.0,5,0,0.03
EDR_100783,Base,2024-01-13,Partner Y,Fuel,108.54,108,0,0.648
EDR_101017,Silver,2023-08-03,Partner X,Electronics,190.59,190,760,5.7
EDR_100469,Gold,2024-04-03,Partner X,Apparel,108.39,108,0,0.648
EDR_100346,Silver,2023-12-08,Partner Y,Fuel,61.59,61,0,0.366
EDR_100711,Silver,2023-08-13,Partner X,Apparel,80.82,80,320,2.4
EDR_100999,Base,2023-07-04,Partner X,Apparel,87.01,87,348,2.61
EDR_100154,Gold,2023-09-29,Partner X,Home,120.97,120,0,0.72
EDR_100258,Silver,2024-04-26,Partner Y,Fuel,88.58,88,0,0.528
EDR_101118,Base,2023-12-28,Partner Y,Fuel,90.35,90,0,0.54
EDR_101797,Base,2023-07-16,Partner X,Apparel,153.23,153,0,0.918
EDR_101429,Gold,2023-06-20,Partner Y,Fuel,63.21,63,0,0.378
EDR_100951,Silver,2024-01-10,Partner X,Home,84.73,84,0,0.504
EDR_101259,Silver,2023-06-01,Partner Y,Fuel,72.49,72,0,0.432
EDR_101550,Gold,2023-07-28,Partner X,Apparel,5.0,5,0,0.03
EDR_100573,Silver,2023-12-24,Partner X,Apparel,74.97,74,0,0.444
EDR_101031,Silver,2024-04-12,Partner X,Electronics,138.53,138,0,0.828
EDR_101950,Base,2024-02-01,Partner X,Apparel,206.06,206,0,1.236
EDR_100430,Base,2024-01-18,Partner Y,Fuel,92.12,92,0,0.552
EDR_101347,Base,2023-10-16,Partner X,Home,133.4,133,0,0.798
EDR_101821,Base,2023-06-21,Partner Y,Fuel,109.59,109,0,0.654
EDR_101030,Base,2023-11-18,Partner Y,Fuel,120.31,120,0,0.72
EDR_101419,Gold,2023-10-17,Partner X,Electronics,123.81,123,492,3.69
EDR_100362,Base,2023-12-27,Partner Y,Fuel,85.5,85,0,0.51
EDR_101731,Silver,2023-12-16,Partner X,Electronics,129.47,129,516,3.87
EDR_100308,Silver,2023-08-07,Partner Y,Fuel,92.26,92,200,1.752
EDR_100874,Base,2024-04-02,Partner X,Electronics,164.37,164,0,0.984
EDR_101283,Base,2023-06-11,Partner X,Apparel,17.36,17,0,0.102
EDR_101525,Base,2024-04-04,Partner Y,Fuel,75.17,75,0,0.45
EDR_100513,Gold,2023-10-08,Partner Y,Fuel,61.13,61,0,0.366
EDR_100211,Silver,2024-02-24,Partner Y,Fuel,97.96,97,0,0.582
EDR_101618,Silver,2024-01-02,Partner X,Apparel,98.45,98,0,0.588
EDR_101640,Silver,2023-09-18,Partner X,Electronics,138.13,138,0,0.828
EDR_100722,Base,2024-02-08,Partner Y,Fuel,84.94,84,200,1.704
EDR_101978,Gold,2023-12-03,Partner X,Electronics,119.3,119,476,3.57
EDR_101216,Base,2024-02-06,Partner X,Apparel,248.14,248,0,1.488
EDR_101438,Base,2023-10-29,Partner Y,Fuel,92.05,92,200,1.752
EDR_101289,Base,2023-07-23,Partner Y,Fuel,29.56,29,0,0.174
EDR_100104,Gold,2023-12-24,Partner Y,Fuel,55.8,55,0,0.33
EDR_100659,Silver,2023-09-26,Partner X,Electronics,71.36,71,0,0.426
EDR_101170,Silver,2023-07-29,Partner Y,Fuel,39.75,39,0,0.234
EDR_100485,Gold,2024-03-14,Partner Y,Fuel,86.79,86,0,0.516
EDR_101276,Base,2023-09-04,Partner X,Electronics,217.15,217,0,1.302
EDR_100770,Base,2023-10-07,Partner X,Home,123.47,123,0,0.738
EDR_100827,Base,2023-12-22,Partner Y,Fuel,78.36,78,0,0.468
EDR_100274,Silver,2024-01-05,Partner Y,Fuel,57.53,57,0,0.342
EDR_101151,Gold,2023-08-11,Partner X,Home,161.25,161,644,4.83
EDR_101151,Gold,2023-09-01,Partner X,Electronics,254.97,254,0,1.524
EDR_100762,Base,2023-06-07,Partner Y,Fuel,62.31,62,0,0.372
EDR_101124,Silver,2023-07-27,Partner Y,Fuel,91.56,91,0,0.546
EDR_100292,Gold,2024-03-05,Partner Y,Fuel,42.39,42,0,0.252
EDR_100571,Silver,2024-01-03,Partner Y,Fuel,69.5,69,0,0.414
EDR_101643,Silver,2023-12-10,Partner Y,Fuel,70.36,70,0,0.42
EDR_100161,Silver,2024-02-01,Partner X,Apparel,177.38,177,0,1.062
EDR_101801,Silver,2023-07-14,Partner X,Home,116.96,116,0,0.696
EDR_101925,Base,2023-09-09,Partner X,Electronics,148.86,148,0,0.888
EDR_101490,Base,2023-08-14,Partner Y,Fuel,59.33,59,0,0.354
EDR_100174,Silver,2023-08-20,Partner Y,Fuel,72.2,72,0,0.432
EDR_101566,Silver,2023-10-31,Partner Y,Fuel,86.26,86,0,0.516
EDR_101872,Silver,2024-03-20,Partner Y,Fuel,105.68,105,200,1.83
EDR_101578,Silver,2024-02-10,Partner X,Electronics,107.58,107,0,0.642
EDR_101329,Base,2023-07-01,Partner Y,Fuel,130.24,130,0,0.78
EDR_100550,Silver,2024-05-29,Partner Y,Fuel,59.6,59,0,0.354
EDR_101705,Base,2023-06-23,Partner Y,Fuel,70.06,70,200,1.62
EDR_101355,Gold,2023-06-22,Partner X,Apparel,109.84,109,436,3.27
EDR_101801,Silver,2024-01-13,Partner Y,Fuel,56.99,56,0,0.336
EDR_101188,Base,2023-08-24,Partner X,Electronics,74.71,74,296,2.22
EDR_100085,Base,2023-08-08,Partner Y,Fuel,99.68,99,0,0.594
EDR_101505,Base,2024-02-13,Partner Y,Fuel,54.59,54,200,1.524
EDR_101762,Base,2023-09-23,Partner Y,Fuel,113.9,113,200,1.878
EDR_100285,Base,2023-09-02,Partner Y,Fuel,111.3,111,200,1.866
EDR_100818,Base,2023-09-13,Partner X,Apparel,83.81,83,0,0.498
EDR_100012,Gold,2023-09-10,Partner X,Home,48.33,48,0,0.288
EDR_100447,Silver,2023-06-29,Partner Y,Fuel,89.67,89,0,0.534
EDR_100888,Base,2023-12-22,Partner X,Apparel,117.34,117,0,0.702
EDR_100987,Base,2023-07-28,Partner X,Electronics,63.25,63,0,0.378
EDR_100459,Base,2024-01-05,Partner Y,Fuel,65.69,65,0,0.39
EDR_100931,Gold,2024-03-26,Partner X,Apparel,45.33,45,0,0.27
EDR_100333,Base,2023-09-02,Partner Y,Fuel,96.25,96,200,1.776
EDR_101481,Base,2024-02-27,Partner X,Home,55.33,55,0,0.33
EDR_100558,Silver,2023-09-27,Partner Y,Fuel,68.98,68,0,0.408
EDR_100347,Base,2024-02-03,Partner X,Apparel,152.21,152,0,0.912
EDR_100676,Base,2023-07-13,Partner X,Apparel,30.53,30,0,0.18
EDR_101936,Base,2024-05-13,Partner X,Apparel,118.0,118,0,0.708
EDR_100703,Base,2023-09-05,Partner X,Home,192.62,192,0,1.152
EDR_100857,Base,2024-01-25,Partner X,Apparel,175.45,175,0,1.05
EDR_101245,Silver,2024-01-01,Partner Y,Fuel,66.16,66,0,0.396
EDR_101588,Base,2023-08-22,Partner X,Apparel,54.7,54,0,0.324
EDR_100418,Silver,2024-05-05,Partner X,Apparel,273.63,273,0,1.638
EDR_100185,Silver,2024-01-16,Partner X,Apparel,259.76,259,0,1.554
EDR_100019,Base,2023-10-06,Partner Y,Fuel,89.21,89,0,0.534
EDR_101491,Base,2023-08-16,Partner X,Home,115.96,115,0,0.69
EDR_101255,Base,2024-02-26,Partner Y,Fuel,58.13,58,0,0.348
EDR_100561,Base,2023-12-18,Partner Y,Fuel,106.97,106,0,0.636
EDR_100132,Base,2024-05-10,Partner X,Home,148.84,148,0,0.888
EDR_101836,Base,2024-04-05,Partner X,Electronics,94.26,94,0,0.564
EDR_101835,Silver,2024-03-14,Partner Y,Fuel,109.12,109,0,0.654
EDR_101443,Base,2024-01-22,Partner X,Electronics,158.28,158,0,0.948
EDR_100215,Base,2024-01-16,Partner Y,Fuel,52.03,52,200,1.512
EDR_100805,Silver,2023-06-14,Partner Y,Fuel,39.58,39,0,0.234
EDR_101239,Base,2024-04-07,Partner X,Apparel,40.75,40,0,0.24
EDR_100331,Silver,2024-03-08,Partner Y,Fuel,87.36,87,200,1.722
EDR_101126,Base,2023-08-14,Partner Y,Fuel,130.15,130,0,0.78
EDR_100372,Base,2023-12-12,Partner Y,Fuel,112.92,112,0,0.672
EDR_100536,Gold,2024-06-01,Partner Y,Fuel,90.8,90,0,0.54
EDR_101425,Gold,2024-04-26,Partner X,Electronics,134.86,134,0,0.804
EDR_101801,Silver,2023-06-03,Partner X,Apparel,120.36,120,0,0.72
EDR_101206,Silver,2023-07-30,Partner X,Apparel,113.22,113,452,3.39
EDR_100932,Gold,2023-07-08,Partner X,Electronics,168.1,168,0,1.008
EDR_100744,Base,2023-09-22,Partner Y,Fuel,118.73,118,200,1.908
EDR_101909,Base,2024-03-23,Partner Y,Fuel,85.61,85,0,0.51
EDR_100525,Base,2024-01-31,Partner X,Electronics,106.56,106,0,0.636
EDR_101937,Gold,2024-05-14,Partner X,Electronics,36.14,36,0,0.216
EDR_100686,Silver,2023-10-03,Partner Y,Fuel,56.85,56,0,0.336
EDR_100112,Gold,2023-06-09,Partner X,Home,30.76,30,120,0.9
EDR_100096,Silver,2024-04-01,Partner Y,Fuel,32.95,32,0,0.192
EDR_100389,Gold,2023-07-23,Partner Y,Fuel,101.8,101,0,0.606
EDR_101283,Base,2024-01-31,Partner Y,Fuel,74.94,74,0,0.444
EDR_100567,Base,2024-04-14,Partner Y,Fuel,54.65,54,0,0.324
EDR_100883,Base,2023-10-24,Partner X,Electronics,167.11,167,0,1.002
EDR_101334,Gold,2023-12-12,Partner Y,Fuel,40.56,40,0,0.24
EDR_101676,Base,2023-07-15,Partner Y,Fuel,102.69,102,0,0.612
EDR_101914,Base,2024-04-06,Partner Y,Fuel,104.42,104,0,0.624
EDR_100647,Silver,2024-01-22,Partner Y,Fuel,92.28,92,200,1.752
EDR_101383,Base,2024-05-10,Partner Y,Fuel,85.8,85,200,1.71
EDR_100745,Gold,2024-01-18,Partner Y,Fuel,84.12,84,0,0.504
EDR_100479,Silver,2023-12-03,Partner Y,Fuel,63.65,63,0,0.378
EDR_101170,Silver,2023-10-11,Partner Y,Fuel,71.08,71,0,0.426
EDR_101295,Base,2023-07-26,Partner X,Home,121.96,121,0,0.726
EDR_100761,Base,2024-03-18,Partner X,Home,116.64,116,0,0.696
EDR_101249,Silver,2023-06-12,Partner Y,Fuel,91.33,91,0,0.546
EDR_100895,Base,2023-08-25,Partner Y,Fuel,67.57,67,200,1.602
EDR_101639,Gold,2024-02-13,Partner X,Home,134.58,134,0,0.804
